gene_symbol	ncbi_gene	ensembl_gene	db_gene_symbol	db_ncbi_gene	db_ensembl_gene	source_gene	gs_id	gs_name	gs_collection	gs_subcollection	gs_collection_name	gs_description	gs_source_species	gs_pmid	gs_geoid	gs_exact_source	gs_url	db_version	db_target_species	ortholog_taxon_id	ortholog_sources	num_ortholog_sources	Selected_Ensembl_ID
ENPP2	532663	ENSBTAG00000013165	ENPP2	5168	ENSG00000136960	ENPP2	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000013165
EPHX2	511716	ENSBTAG00000015241	EPHX2	2053	ENSG00000120915	EPHX2	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	9	ENSBTAG00000015241
ESRRA	507834	ENSBTAG00000008645	ESRRA	2101	ENSG00000173153	ESRRA	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	8	ENSBTAG00000008645
ESYT1	520669	ENSBTAG00000009543	ESYT1	23344	ENSG00000139641	ESYT1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther	6	ENSBTAG00000009543
ETFB	617210	ENSBTAG00000020449	ETFB	2109	ENSG00000105379	ETFB	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	HomoloGene|Inparanoid|NCBI|OrthoDB|Panther	5	ENSBTAG00000020449
FABP4	281759	ENSBTAG00000037526	FABP4	2167	ENSG00000170323	FABP4	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|OMA|OrthoDB|Panther|Treefam	8	ENSBTAG00000037526
FAH	508724	ENSBTAG00000012338	FAH	2184	ENSG00000103876	FAH	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000012338
FZD4	445416	ENSBTAG00000040128	FZD4	8322	ENSG00000174804	FZD4	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000040128
G3BP2	539249	ENSBTAG00000014041	G3BP2	9908	ENSG00000138757	G3BP2	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|Inparanoid|NCBI|OMA|Panther|Treefam	6	ENSBTAG00000014041
GADD45A	505463	ENSBTAG00000013860	GADD45A	1647	ENSG00000116717	GADD45A	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000013860
GBE1	615745	ENSBTAG00000036262	GBE1	2632	ENSG00000114480	GBE1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000036262
GHITM	404143	ENSBTAG00000032829	GHITM	27069	ENSG00000165678	GHITM	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000032829
GPAM	497202	ENSBTAG00000011917	GPAM	57678	ENSG00000119927	GPAM	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000011917
GPAT4	511614	ENSBTAG00000005730	GPAT4	137964	ENSG00000158669	AGPAT6	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther|Treefam	8	ENSBTAG00000005730
GPD2	504948	ENSBTAG00000009770	GPD2	2820	ENSG00000115159	GPD2	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000009770
GPHN	535194	ENSBTAG00000004171	GPHN	10243	ENSG00000171723	GPHN	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|NCBI|OMA|Panther|Treefam	7	ENSBTAG00000004171
GPX3	281210	ENSBTAG00000043553	GPX3	2878	ENSG00000211445	GPX3	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther|PhylomeDB	7	ENSBTAG00000043553
GPX4	286809	ENSBTAG00000053003	GPX4	2879	ENSG00000167468	GPX4	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB	8	ENSBTAG00000053003
GRPEL1	515580	ENSBTAG00000010181	GRPEL1	80273	ENSG00000109519	GRPEL1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000010181
HADH	532785	ENSBTAG00000002049	HADH	3033	ENSG00000138796	HADH	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000002049
HIBCH	535883	ENSBTAG00000007787	HIBCH	26275	ENSG00000198130	HIBCH	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther|Treefam	8	ENSBTAG00000007787
HSPB8	539524	ENSBTAG00000001303	HSPB8	26353	ENSG00000152137	HSPB8	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB	8	ENSBTAG00000001303
IDH1	281235	ENSBTAG00000020527	IDH1	3417	ENSG00000138413	IDH1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000020527
IDH3A	282446	ENSBTAG00000006227	IDH3A	3419	ENSG00000166411	IDH3A	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000006227
IDH3G	614145	ENSBTAG00000001059	IDH3G	3421	ENSG00000067829	IDH3G	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000001059
IFNGR1	508619	ENSBTAG00000012544	IFNGR1	3459	ENSG00000027697	IFNGR1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000012544
IMMT	508853	ENSBTAG00000003307	IMMT	10989	ENSG00000132305	IMMT	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000003307
ITGA7	506953	ENSBTAG00000012897	ITGA7	3679	ENSG00000135424	ITGA7	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|NCBI|OMA|Panther	5	ENSBTAG00000012897
ITIH5	534787	ENSBTAG00000013004	ITIH5	80760	ENSG00000123243	ITIH5	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	8	ENSBTAG00000013004
ITSN1	510879	ENSBTAG00000021997	ITSN1	6453	ENSG00000205726	ITSN1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000021997
JAGN1	539101	ENSBTAG00000010832	JAGN1	84522	ENSG00000171135	JAGN1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB	8	ENSBTAG00000010832
LAMA4	529670	ENSBTAG00000008817	LAMA4	3910	ENSG00000112769	LAMA4	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000008817
LEP	280836	ENSBTAG00000014911	LEP	3952	ENSG00000174697	LEP	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther	6	ENSBTAG00000014911
LIFR	539504	ENSBTAG00000010423	LIFR	3977	ENSG00000113594	LIFR	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000010423
LIPE	286879	ENSBTAG00000038321	LIPE	3991	ENSG00000079435	LIPE	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther|Treefam	8	ENSBTAG00000038321
LPCAT3	515361	ENSBTAG00000013127	LPCAT3	10162	ENSG00000111684	LPCAT3	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000013127
LPL	280843	ENSBTAG00000012855	LPL	4023	ENSG00000175445	LPL	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB	8	ENSBTAG00000012855
LTC4S	511749	ENSBTAG00000009737	LTC4S	4056	ENSG00000213316	LTC4S	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther|PhylomeDB|Treefam	9	ENSBTAG00000009737
MAP4K3	507624	ENSBTAG00000016442	MAP4K3	8491	ENSG00000011566	MAP4K3	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000016442
MCCC1	513504	ENSBTAG00000006548	MCCC1	56922	ENSG00000078070	MCCC1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000006548
MDH2	281306	ENSBTAG00000009462	MDH2	4191	ENSG00000146701	MDH2	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	8	ENSBTAG00000009462
ME1	540985	ENSBTAG00000005681	ME1	4199	ENSG00000065833	ME1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000005681
MGLL	505290	ENSBTAG00000018248	MGLL	11343	ENSG00000074416	MGLL	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000018248
MGST3	507346	ENSBTAG00000010265	MGST3	4259	ENSG00000143198	MGST3	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000010265
MIGA2	535315	ENSBTAG00000010653	MIGA2	84895	ENSG00000148343	FAM73B	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000010653
MRAP	505743	ENSBTAG00000023718	MRAP	56246	ENSG00000170262	MRAP	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|Panther|Treefam	7	ENSBTAG00000023718
MRPL15	510347	ENSBTAG00000001174	MRPL15	29088	ENSG00000137547	MRPL15	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000001174
MTARC2	615506	ENSBTAG00000016277	MTARC2	54996	ENSG00000117791	MOSC2	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther|Treefam	8	ENSBTAG00000016277
MTCH2	337927	ENSBTAG00000018742	MTCH2	23788	ENSG00000109919	MTCH2	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000018742
MYLK	338037	ENSBTAG00000014567	MYLK	4638	ENSG00000065534	MYLK	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|NCBI|Panther|Treefam	5	ENSBTAG00000014567
NABP1	613474	ENSBTAG00000018653	NABP1	64859	ENSG00000173559	OBFC2A	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000018653
NDUFA5	327714	ENSBTAG00000009334	NDUFA5	4698	ENSG00000128609	NDUFA5	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000009334
NDUFAB1	327702	ENSBTAG00000006391	NDUFAB1	4706	ENSG00000004779	NDUFAB1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000006391
NDUFB7	338065	ENSBTAG00000012634	NDUFB7	4713	ENSG00000099795	NDUFB7	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB	8	ENSBTAG00000012634
NDUFS3	287327	ENSBTAG00000018483	NDUFS3	4722	ENSG00000213619	NDUFS3	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000018483
NKIRAS1	522875	ENSBTAG00000006680	NKIRAS1	28512	ENSG00000197885	NKIRAS1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|NCBI|OMA|Panther|PhylomeDB|Treefam	7	ENSBTAG00000006680
NMT1	281351	ENSBTAG00000006051	NMT1	4836	ENSG00000136448	NMT1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000006051
OMD	280885	ENSBTAG00000011836	OMD	4958	ENSG00000127083	OMD	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000011836
ORM1	497200	ENSBTAG00000017294	ORM1	5004	ENSG00000229314	ORM1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|OMA|OrthoDB|Panther|Treefam	6	ENSBTAG00000017294
PDCD4	506724	ENSBTAG00000019434	PDCD4	27250	ENSG00000150593	PDCD4	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000019434
PEMT	360197	ENSBTAG00000016432	PEMT	10400	ENSG00000133027	PEMT	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther	6	ENSBTAG00000016432
PEX14	507393	ENSBTAG00000013538	PEX14	5195	ENSG00000142655	PEX14	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther|Treefam	8	ENSBTAG00000013538
PFKFB3	407183	ENSBTAG00000008401	PFKFB3	5209	ENSG00000170525	PFKFB3	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther|Treefam	8	ENSBTAG00000008401
PFKL	508683	ENSBTAG00000010658	PFKL	5211	ENSG00000141959	PFKL	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000010658
PGM1	534402	ENSBTAG00000019011	PGM1	5236	ENSG00000079739	PGM1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000019011
PHLDB1	533996	ENSBTAG00000016197	PHLDB1	23187	ENSG00000019144	PHLDB1	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000016197
PHYH	281400	ENSBTAG00000007700	PHYH	5264	ENSG00000107537	PHYH	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	8	ENSBTAG00000007700
PIM3	100336651	ENSBTAG00000045904	PIM3	415116	ENSG00000198355	PIM3	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000045904
PLIN2	280981	ENSBTAG00000005718	PLIN2	123	ENSG00000147872	PLIN2	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther	7	ENSBTAG00000005718
POR	532512	ENSBTAG00000017082	POR	5447	ENSG00000127948	POR	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|Treefam	9	ENSBTAG00000017082
PPARG	281993	ENSBTAG00000001333	PPARG	5468	ENSG00000132170	PPARG	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000001333
PPM1B	281995	ENSBTAG00000000223	PPM1B	5495	ENSG00000138032	PPM1B	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000000223
PPP1R15B	538754	ENSBTAG00000013074	PPP1R15B	84919	ENSG00000158615	PPP1R15B	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|Panther|PhylomeDB|Treefam	9	ENSBTAG00000013074
PRDX3	281998	ENSBTAG00000008731	PRDX3	10935	ENSG00000165672	PRDX3	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000008731
PREB	525256	ENSBTAG00000007080	PREB	10113	ENSG00000138073	PREB	M5905	HALLMARK_ADIPOGENESIS	H		Hallmark	Genes up-regulated during adipocyte differentiation (adipogenesis).	HS	26771021				2026.1.Hs	HS	9913	EggNOG|Ensembl|HomoloGene|Inparanoid|NCBI|OMA|OrthoDB|Panther|PhylomeDB|Treefam	10	ENSBTAG00000007080
